# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x462s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_data_2.R
# init = 2 (Default)
# random
#   seed = 2827660791 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 fa623df
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,b.6,log_sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,sigma
-4.91453,0.98819,0.000333031,8,511,0,8.2089,0.498606,0.866496,1.74181,-0.579857,-3.53111,-0.363802,1.64745,1.07452,0.326771,0.334454,0.451631,0.386248,0.557502,0.64597,0.999492,3.28223,5.92366,4.54038,5.93706,5.88081,5.68063,5.85959,0.001
-2.8662,0.914867,0.000333031,10,1023,0,7.67085,0.502716,0.874979,1.71746,-0.60087,-3.49364,-0.351351,1.63151,1.07302,0.326096,0.33545,0.452965,0.385563,0.557796,0.646301,0.999435,4.62434,5.78713,5.92089,5.92303,5.70051,5.36596,5.82899,0.001
-2.91793,0.999997,0.000333031,10,1023,0,5.44803,0.516925,0.896825,1.65695,-0.647262,-3.41879,-0.327408,1.60305,1.07378,0.322845,0.335003,0.4537,0.387035,0.556916,0.645837,1.00112,4.71044,5.97119,5.9216,5.37414,5.98148,5.77621,5.36054,0.001
-1.75274,0.968445,0.000333031,10,1023,0,13.1161,0.515486,0.896373,1.66275,-0.64891,-3.42304,-0.324883,1.60282,1.07532,0.323713,0.33534,0.453021,0.386529,0.55716,0.646106,1.00109,5.72129,5.85069,5.94003,5.80726,5.98129,5.56528,5.39517,0.001
-1.01124,0.99947,0.000333031,10,1023,0,4.03345,0.512651,0.892275,1.67075,-0.640429,-3.43174,-0.329784,1.60666,1.07458,0.323974,0.335759,0.453912,0.385738,0.556787,0.645722,0.999938,5.87819,5.54299,5.82125,5.97115,5.95756,5.84487,5.98688,0.001
-3.49494,0.725941,0.000333031,10,1023,0,9.35894,0.517761,0.902033,1.64634,-0.667948,-3.39761,-0.31194,1.59048,1.07128,0.323523,0.335569,0.452259,0.385803,0.555194,0.645834,0.999365,5.564,5.70411,5.41167,5.9813,4.29104,5.7783,5.78723,0.001
-3.41167,0.816801,0.000333031,10,1023,0,8.38194,0.515824,0.898507,1.66093,-0.651672,-3.41968,-0.323695,1.60119,1.06809,0.323128,0.334969,0.452728,0.386024,0.557985,0.645149,1.0019,5.12219,5.97699,5.80583,5.98399,5.53991,5.98815,4.18487,0.001
-2.50987,1,0.000333031,6,95,0,4.0344,0.516131,0.897906,1.65895,-0.65312,-3.4205,-0.323508,1.60256,1.06809,0.323332,0.335383,0.4535,0.386344,0.555304,0.645413,1.00014,5.3701,5.82724,5.97496,5.90162,4.48793,5.96279,5.97913,0.001
-4.74162,0.741893,0.000333031,10,1023,0,8.02272,0.51694,0.896945,1.64225,-0.660958,-3.38288,-0.312029,1.58252,1.06885,0.324547,0.336317,0.452179,0.386202,0.557274,0.643475,0.998374,5.98355,4.86026,5.3224,5.95068,5.96073,4.52623,4.66631,0.001
-2.99369,0.999683,0.000333031,10,1023,0,11.0389,0.510906,0.894323,1.67727,-0.647295,-3.4368,-0.324955,1.60621,1.06607,0.324489,0.335937,0.453026,0.384334,0.556392,0.643962,0.999983,5.98784,5.35947,5.94158,4.72156,5.7809,5.24071,5.98868,0.001
-2.84273,0.94759,0.000333031,10,1023,0,5.62939,0.511514,0.887591,1.67288,-0.635239,-3.42951,-0.329459,1.60393,1.06412,0.325447,0.336456,0.453442,0.386382,0.557317,0.64562,0.998852,5.48669,4.64278,5.98296,5.8847,5.94962,5.89409,5.33038,0.001
-2.40231,0.993833,0.000333031,10,1023,0,5.80157,0.5086,0.879636,1.69514,-0.603632,-3.47484,-0.353902,1.62882,1.06627,0.323172,0.33378,0.453581,0.387224,0.5571,0.645589,1.00012,5.17939,5.4539,5.95812,5.14649,5.98685,5.90734,5.98168,0.001
-2.96572,0.904434,0.000333031,10,1023,0,6.43894,0.50839,0.879381,1.69674,-0.603216,-3.47474,-0.353914,1.62836,1.06288,0.323875,0.334635,0.45446,0.387303,0.558111,0.645941,1.0007,5.82657,5.97259,5.35444,5.04013,5.41217,5.7031,5.74136,0.001
-2.41354,0.969299,0.000333031,10,1023,0,6.45256,0.508888,0.888748,1.69423,-0.629388,-3.46594,-0.336684,1.61976,1.06185,0.324304,0.334551,0.451876,0.385344,0.557188,0.644493,1.00126,5.97891,5.95409,4.92672,5.81932,5.97744,5.74895,5.19682,0.001
-1.33841,0.946635,0.000333031,9,511,0,5.75584,0.507679,0.88388,1.69212,-0.621895,-3.46077,-0.339924,1.61852,1.06129,0.324618,0.335269,0.453165,0.385378,0.556332,0.645684,0.998915,5.97371,5.88547,5.97463,5.8385,5.7406,5.86428,5.39988,0.001
-3.54488,0.97066,0.000333031,10,1023,0,5.55607,0.501674,0.875918,1.72705,-0.599263,-3.51557,-0.355885,1.64258,1.06047,0.325081,0.334391,0.452782,0.385048,0.555057,0.646085,0.999288,5.78613,5.89884,5.83697,5.60329,4.02881,5.58374,5.73551,0.001
-6.36624,0.951992,0.000333031,8,399,0,9.07445,0.503067,0.872956,1.71003,-0.589358,-3.48412,-0.359019,1.63025,1.06046,0.323498,0.333489,0.452523,0.385309,0.559934,0.645826,0.99978,5.54057,5.11021,5.6605,5.79825,1.79283,5.78329,5.96463,0.001
-9.51122,0.867925,0.000333031,8,319,0,15.4595,0.506565,0.873285,1.71396,-0.587231,-3.50148,-0.363286,1.63944,1.06035,0.324997,0.334299,0.453658,0.388846,0.559094,0.643953,1.00197,5.83643,5.8556,5.9361,1.7249,3.87427,5.2291,4.04976,0.001
-3.57985,0.831911,0.000333031,7,127,0,12.7051,0.505808,0.874167,1.71006,-0.588315,-3.49833,-0.364132,1.64002,1.0604,0.32324,0.333423,0.453929,0.38736,0.557065,0.646254,1.00016,5.26319,5.0201,5.81129,4.96106,5.98842,5.41746,5.97584,0.001
-1.39669,0.888944,0.000333031,10,1023,0,7.30612,0.50236,0.876363,1.72551,-0.597626,-3.51203,-0.357517,1.6414,1.06196,0.325221,0.334969,0.453896,0.385355,0.556859,0.644223,1.00061,5.68752,5.97685,5.83072,5.82592,5.97296,5.52577,5.80156,0.001
-2.49026,0.898387,0.000333031,10,1023,0,5.25551,0.51434,0.899025,1.66838,-0.657543,-3.42809,-0.319835,1.6029,1.06343,0.32471,0.336358,0.453375,0.385468,0.556273,0.644668,1.00113,5.95361,4.79853,5.98795,5.88408,5.69665,5.85499,5.34799,0.001
-2.10017,0.951071,0.000333031,10,1023,0,6.66659,0.509447,0.889954,1.6919,-0.633448,-3.46477,-0.334875,1.61963,1.06912,0.324312,0.334755,0.452205,0.385355,0.555689,0.644663,1.00055,5.98,5.98701,5.3518,5.82599,5.07986,5.85242,5.8385,0.001
-4.03684,0.661297,0.000333031,10,1023,0,8.38138,0.507655,0.881073,1.69298,-0.614902,-3.46216,-0.344258,1.61976,1.07172,0.325007,0.335719,0.454071,0.38616,0.556799,0.642962,0.998927,5.8307,5.5797,5.7168,5.96133,5.96053,3.51686,5.41274,0.001
-4.74154,0.999989,0.000333031,10,1023,0,7.57929,0.506054,0.880848,1.71659,-0.609595,-3.50357,-0.350544,1.63734,1.0721,0.325876,0.335329,0.453477,0.386892,0.55603,0.643417,1.00137,4.96385,5.8565,5.97843,5.52253,5.48155,4.4257,5.0475,0.001
-2.55006,0.999542,0.000333031,10,1023,0,7.5316,0.502093,0.872342,1.72667,-0.591017,-3.51529,-0.359978,1.64285,1.07486,0.32549,0.334418,0.452798,0.386353,0.555935,0.643921,0.999387,5.44195,5.90989,5.84574,5.89762,5.38212,5.18999,5.80074,0.001
-2.16577,0.838975,0.000333031,10,1023,0,9.2011,0.499815,0.872565,1.73637,-0.589149,-3.52451,-0.361071,1.64547,1.07728,0.325549,0.334405,0.452614,0.385053,0.557795,0.644594,1.00074,5.37846,5.9048,5.72979,5.60819,5.70164,5.81386,5.71613,0.001
-3.6054,0.810357,0.000333031,8,311,0,6.17171,0.499879,0.870832,1.73286,-0.589565,-3.52022,-0.359952,1.64381,1.07727,0.325919,0.334749,0.452806,0.385367,0.555769,0.64421,0.998699,4.90178,5.98667,5.84997,5.83286,5.18514,5.51353,5.14302,0.001
-2.50765,0.987631,0.000333031,10,1023,0,5.55066,0.502862,0.874928,1.72836,-0.592836,-3.52336,-0.362135,1.64824,1.07506,0.324984,0.334539,0.454126,0.386372,0.555195,0.645576,1.00029,5.8435,5.95088,5.67426,5.88937,4.2931,5.91256,5.94723,0.001
-1.72826,0.958406,0.000333031,10,1023,0,4.8172,0.499619,0.870206,1.7366,-0.584026,-3.52495,-0.363639,1.64615,1.07509,0.325636,0.334375,0.452717,0.385512,0.558007,0.645127,1.00039,5.27894,5.89194,5.79859,5.90305,5.51845,5.98712,5.91228,0.001
-3.06949,0.935229,0.000333031,10,1023,0,4.96998,0.502542,0.872647,1.71584,-0.595882,-3.49017,-0.353264,1.63001,1.0767,0.325886,0.335006,0.452383,0.385852,0.558288,0.644567,0.999011,4.94915,5.9706,5.53754,5.98606,5.20636,5.79798,5.49967,0.001
-3.00787,0.923797,0.000333031,7,127,0,5.24856,0.502525,0.872825,1.71638,-0.59637,-3.49231,-0.353667,1.63157,1.0767,0.325969,0.335336,0.453092,0.385835,0.557667,0.646295,0.998761,4.82736,5.853,5.95962,5.98465,5.7902,5.37253,5.22172,0.001
-1.89876,0.999244,0.000333031,8,255,0,4.82784,0.506224,0.875648,1.70942,-0.595426,-3.49407,-0.358682,1.63628,1.07659,0.324641,0.334673,0.454268,0.387528,0.557134,0.645197,1.00032,5.96957,5.97875,5.55239,4.70612,5.98414,5.98875,5.93855,0.001
-4.92352,0.93191,0.000333031,10,1023,0,8.7521,0.507367,0.883568,1.70139,-0.611238,-3.47838,-0.34915,1.62783,1.07456,0.323377,0.333889,0.452877,0.385666,0.558852,0.64568,1.00196,5.41927,5.56011,5.88447,5.95512,4.34228,5.86637,4.0652,0.001
-4.01787,0.996711,0.000333031,6,95,0,7.82046,0.50831,0.882629,1.6968,-0.612706,-3.47868,-0.349426,1.62985,1.07457,0.323381,0.334134,0.45371,0.38641,0.554752,0.645645,0.999335,5.42289,5.75699,5.91787,5.87172,3.37841,5.88295,5.76762,0.001
-3.3934,0.918706,0.000333031,5,63,0,7.98175,0.508685,0.883235,1.69846,-0.61169,-3.4767,-0.349558,1.62786,1.07455,0.32413,0.334863,0.454205,0.386767,0.557988,0.644046,1.00168,5.93933,5.98765,5.60848,5.63472,5.53632,5.34046,4.57587,0.001
-2.0895,0.823332,0.000333031,8,511,0,6.65771,0.508971,0.882449,1.69537,-0.612232,-3.47517,-0.34895,1.628,1.07455,0.323829,0.33446,0.453792,0.386977,0.556096,0.646314,1.00011,5.79952,5.92585,5.88379,5.43675,5.54628,5.3515,5.98296,0.001
-2.77677,0.926909,0.000333031,8,383,0,6.41242,0.509105,0.882714,1.6975,-0.612977,-3.47785,-0.348567,1.62876,1.07455,0.324475,0.335026,0.454219,0.387288,0.556497,0.646556,1.00071,5.98835,5.96643,5.59697,5.06136,5.843,5.04905,5.73437,0.001
-2.39536,0.928601,0.000333031,10,1023,0,6.90177,0.49914,0.869096,1.7305,-0.582538,-3.51513,-0.364154,1.64297,1.07475,0.32467,0.33402,0.452971,0.38472,0.557244,0.645848,0.998641,5.96345,5.67269,5.92324,5.26114,5.96741,5.76948,5.06534,0.001
-1.51007,0.956631,0.000333031,8,511,0,5.55105,0.499526,0.871287,1.73475,-0.586929,-3.52382,-0.362881,1.64645,1.07469,0.32522,0.334463,0.453329,0.384934,0.556583,0.645989,0.999487,5.6882,5.92677,5.98881,5.4964,5.88586,5.66541,5.85706,0.001
-1.97238,0.998735,0.000333031,9,1023,0,5.51762,0.502145,0.872973,1.71654,-0.59452,-3.49213,-0.355524,1.63203,1.07557,0.325403,0.335141,0.453447,0.385348,0.558187,0.645554,0.999039,5.52978,5.93571,5.98233,5.82182,5.32758,5.92072,5.52663,0.001
-2.70962,0.999079,0.000333031,5,63,0,3.7724,0.501588,0.873135,1.71575,-0.594876,-3.49076,-0.355701,1.63171,1.07554,0.324892,0.334937,0.453553,0.384668,0.557504,0.644533,0.998345,5.88851,5.9813,5.96476,5.19794,5.87995,5.77629,4.61853,0.001
-2.53184,0.969769,0.000333031,10,1023,0,8.13203,0.501222,0.874925,1.73294,-0.59649,-3.52017,-0.356589,1.64303,1.07697,0.326272,0.335129,0.452915,0.385538,0.557337,0.644871,1.00096,4.31941,5.93942,5.90147,5.91366,5.9437,5.93941,5.52953,0.001
-2.73108,0.880443,0.000333031,8,383,0,6.67392,0.502778,0.872016,1.72271,-0.590737,-3.50969,-0.360066,1.64099,1.07716,0.325566,0.334766,0.453425,0.386708,0.556003,0.64394,0.999124,5.35984,5.98763,5.98462,5.68282,5.45369,5.213,5.60512,0.001
-1.55298,0.999765,0.000333031,7,159,0,5.08938,0.501502,0.872189,1.7256,-0.589419,-3.50835,-0.36008,1.63939,1.07708,0.325434,0.334762,0.453294,0.385714,0.558329,0.644764,1.00019,5.49894,5.98743,5.98803,5.96646,5.1536,5.90006,5.97029,0.001
-3.65959,0.650959,0.000333031,9,563,0,5.82564,0.504646,0.877164,1.7153,-0.598294,-3.49963,-0.356971,1.63701,1.07647,0.324434,0.334259,0.45332,0.386217,0.557296,0.642715,1.00075,5.98876,5.83448,5.98873,5.94632,5.95541,2.93838,5.70567,0.001
-2.62924,0.988014,0.000333031,10,1023,0,7.69049,0.508237,0.882317,1.68964,-0.615908,-3.45675,-0.343281,1.61777,1.07744,0.324338,0.33514,0.453521,0.385973,0.558217,0.647037,0.999693,5.98314,5.93597,5.97112,5.98769,5.29241,4.2741,5.94156,0.001
-0.958145,0.999732,0.000333031,10,1023,0,4.84883,0.508837,0.883536,1.68914,-0.615968,-3.46066,-0.345565,1.62102,1.07639,0.323652,0.334891,0.454196,0.386014,0.557149,0.645717,0.999781,5.67517,5.98593,5.61676,5.98492,5.98254,5.84722,5.96475,0.001
-1.27756,0.972315,0.000333031,10,1023,0,5.20519,0.511399,0.887533,1.68296,-0.626606,-3.45226,-0.338362,1.616,1.07959,0.324283,0.335075,0.453238,0.386896,0.557597,0.645574,1.00093,5.97573,5.95504,5.98426,5.51872,5.83207,5.91311,5.55859,0.001
-3.71882,0.978355,0.000333031,10,1023,0,17.5334,0.514677,0.897162,1.65605,-0.654142,-3.40361,-0.318455,1.59197,1.07918,0.323586,0.335333,0.451951,0.385069,0.558867,0.645061,1.00049,5.62075,5.85474,5.03405,5.62164,4.31356,5.98105,5.86818,0.001
-1.85539,0.977048,0.000333031,5,63,0,4.55361,0.514951,0.897029,1.65555,-0.655029,-3.40386,-0.318424,1.59255,1.07919,0.324113,0.336145,0.453087,0.385366,0.558106,0.645539,1.00007,5.93383,5.10401,5.95848,5.83187,5.41707,5.92615,5.98603,0.001
-2.48501,0.96486,0.000333031,10,1023,0,8.33445,0.514936,0.899719,1.65894,-0.662064,-3.4092,-0.314713,1.5938,1.08224,0.32463,0.336493,0.452931,0.385049,0.557351,0.645987,1.00051,5.9716,4.58122,5.90776,5.60419,5.93963,5.66703,5.8567,0.001
-4.00862,0.950842,0.000333031,10,1023,0,6.34435,0.517112,0.893253,1.64654,-0.643189,-3.39932,-0.326232,1.59425,1.08222,0.322433,0.334336,0.452368,0.387253,0.557507,0.645332,0.999207,3.96655,5.87419,5.52309,5.10889,5.8784,5.97797,5.67477,0.001
-5.9528,0.909984,0.000333031,10,1023,0,9.06985,0.506708,0.878202,1.68912,-0.610141,-3.45136,-0.345531,1.61546,1.07932,0.325086,0.336393,0.455186,0.385706,0.557899,0.645033,0.997863,5.78272,4.74278,4.27171,5.96455,5.61693,5.97719,3.70624,0.001
-3.37793,0.988269,0.000333031,4,15,0,6.63079,0.506718,0.878196,1.68884,-0.609682,-3.45289,-0.345026,1.61581,1.07931,0.324079,0.334612,0.452695,0.385627,0.557471,0.645337,0.997615,5.92187,5.96829,5.78533,5.94415,5.89478,5.97732,3.1453,0.001
-3.0084,0.929242,0.000333031,10,1023,0,5.49328,0.503998,0.881921,1.71547,-0.615042,-3.49476,-0.345034,1.63171,1.08135,0.325288,0.334859,0.45223,0.384669,0.556272,0.646486,1.0002,5.6328,5.98783,5.37966,5.19943,5.69644,5.14296,5.96968,0.001
-1.12112,0.909494,0.000333031,10,1023,0,5.62503,0.510062,0.889921,1.68219,-0.63553,-3.44686,-0.332464,1.61222,1.08124,0.324294,0.335532,0.453322,0.385069,0.556322,0.64556,0.999636,5.97743,5.73166,5.98876,5.62155,5.73313,5.91859,5.92262,0.001
-2.90507,0.717689,0.000333031,9,703,0,4.86228,0.513726,0.890329,1.66492,-0.638325,-3.42161,-0.328625,1.60144,1.08101,0.324267,0.335406,0.452641,0.386803,0.557612,0.643303,0.999648,5.97302,5.81417,5.74923,5.60421,5.82331,4.21763,5.92693,0.001
-2.84105,0.999349,0.000333031,8,287,0,5.38231,0.512813,0.892567,1.67119,-0.639554,-3.43441,-0.330294,1.60762,1.08105,0.323144,0.334371,0.45212,0.385768,0.556622,0.643803,1.00017,5.1429,5.89023,5.2531,5.97632,5.90253,5.03352,5.97458,0.001
-1.47174,0.907353,0.000333031,4,31,0,5.32057,0.512806,0.892574,1.67085,-0.639711,-3.43403,-0.330345,1.60786,1.08107,0.323205,0.334632,0.452613,0.385728,0.556586,0.645837,1.00006,5.22131,5.97214,5.7294,5.96914,5.88703,5.77619,5.98727,0.001
-1.86733,0.946989,0.000333031,10,1023,0,6.69835,0.517419,0.897182,1.6498,-0.655107,-3.40342,-0.319222,1.59392,1.08508,0.323701,0.335338,0.452359,0.387023,0.556425,0.644855,0.999699,5.7127,5.85219,5.51409,5.38677,5.80177,5.9344,5.94354,0.001
-2.28247,0.927961,0.000333031,8,351,0,5.43507,0.516005,0.896333,1.66035,-0.652063,-3.41875,-0.322187,1.60043,1.08488,0.324569,0.336175,0.453488,0.386949,0.556554,0.646174,1.00048,5.98103,5.0638,5.97691,5.46597,5.87209,5.49954,5.87174,0.001
-2.121,0.973249,0.000333031,7,127,0,3.68653,0.516614,0.89657,1.65842,-0.651739,-3.41881,-0.32309,1.60124,1.08491,0.32409,0.335722,0.4533,0.387202,0.555864,0.645353,1.00028,5.92583,5.57715,5.98825,5.1743,5.30131,5.97479,5.95091,0.001
-3.13099,0.988314,0.000333031,10,1023,0,5.1758,0.512136,0.892272,1.67866,-0.632644,-3.44967,-0.338061,1.61669,1.0837,0.322598,0.334556,0.454115,0.38566,0.556849,0.645061,1.00137,4.28453,5.9552,5.68342,5.95349,5.97112,5.9811,5.05515,0.001
-3.88311,0.991649,0.000333031,10,1023,0,7.24196,0.505061,0.883139,1.7076,-0.613818,-3.48086,-0.346676,1.62693,1.08496,0.324572,0.335296,0.453872,0.384417,0.558702,0.644721,1.00133,5.98073,5.87327,5.84374,4.8503,4.60271,5.8813,5.10135,0.001
-1.58011,0.858711,0.000333031,7,195,0,5.62051,0.507673,0.881354,1.70184,-0.612202,-3.48244,-0.347818,1.62948,1.08496,0.324622,0.334585,0.452995,0.386814,0.555728,0.645688,0.999865,5.97297,5.96252,5.93175,5.59457,5.13255,5.8623,5.97974,0.001
-2.99601,0.903554,0.000333031,7,223,0,8.6759,0.505978,0.881225,1.70395,-0.612968,-3.47548,-0.344518,1.62357,1.08524,0.32497,0.334646,0.451904,0.385578,0.558652,0.644712,1.00071,5.85057,5.9746,4.96703,5.92836,4.68486,5.87676,5.73799,0.001
-1.15229,0.988225,0.000333031,10,1023,0,10.7131,0.514905,0.896018,1.65949,-0.652661,-3.41268,-0.319981,1.59639,1.08386,0.324179,0.335566,0.452175,0.385964,0.557308,0.645443,1.00005,5.95349,5.70661,5.31752,5.98811,5.9522,5.9557,5.98731,0.001
-3.03973,0.952118,0.000333031,10,1023,0,5.18901,0.51667,0.89737,1.64779,-0.659525,-3.39232,-0.314355,1.587,1.08713,0.32482,0.336706,0.453021,0.386305,0.557636,0.644064,0.99943,5.91838,4.20079,5.93994,5.91686,5.80939,5.36064,5.82653,0.001
-2.18191,0.870445,0.000333031,10,1023,0,6.70139,0.513586,0.896671,1.66526,-0.653778,-3.42118,-0.32014,1.59961,1.08499,0.324012,0.335363,0.451962,0.385091,0.556372,0.644372,0.999883,5.89553,5.83879,5.0489,5.64066,5.76789,5.65806,5.98193,0.001
-2.31867,0.998272,0.000333031,10,1023,0,6.31781,0.519396,0.903203,1.64281,-0.66721,-3.3944,-0.313196,1.59,1.08641,0.323186,0.335386,0.452485,0.386563,0.556667,0.645951,1.00084,5.19756,5.82545,5.629,5.78576,5.92035,5.69586,5.63979,0.001
-3.68208,0.991107,0.000333031,10,1023,0,6.41208,0.524676,0.910623,1.61286,-0.689739,-3.34586,-0.297092,1.56771,1.08503,0.323441,0.336677,0.452885,0.386921,0.557705,0.644308,1.00055,5.48501,4.25478,5.88814,5.49405,5.76555,5.60381,5.83682,0.001
-5.18476,0.99893,0.000333031,9,639,0,9.47155,0.520415,0.907432,1.62365,-0.684843,-3.35588,-0.299665,1.57135,1.08497,0.323765,0.337391,0.453948,0.384885,0.556782,0.645572,0.99881,5.7577,2.66941,5.79977,5.44752,5.95622,5.91394,5.28136,0.001
-5.31408,0.935128,0.000333031,10,1023,0,8.93662,0.520208,0.90394,1.63012,-0.677973,-3.37,-0.302928,1.57715,1.08544,0.323983,0.336108,0.451691,0.386271,0.555456,0.644445,0.998356,5.88257,5.15308,4.64089,5.92922,4.73952,5.71473,4.63718,0.001
-7.77157,0.854836,0.000333031,10,1023,0,14.0784,0.521395,0.907231,1.63641,-0.685201,-3.37905,-0.298805,1.57927,1.08222,0.325794,0.337322,0.451929,0.387266,0.556906,0.64671,1.00107,5.07832,2.84699,5.0021,5.09047,5.98025,4.82625,5.41585,0.001
-3.61705,0.983622,0.000333031,7,127,0,9.8414,0.520225,0.907946,1.628,-0.682255,-3.36365,-0.301956,1.5746,1.08241,0.323107,0.33631,0.452775,0.384846,0.557663,0.644116,1.00013,5.09406,4.87036,5.83304,5.40538,5.79301,5.41723,5.98093,0.001
-4.00187,0.853507,0.000333031,10,1023,0,11.6917,0.521802,0.903951,1.62237,-0.676791,-3.3557,-0.302707,1.57139,1.08637,0.324219,0.336798,0.45267,0.387003,0.558277,0.645889,0.999541,5.96336,4.02237,5.76851,5.40908,5.22055,5.74137,5.8835,0.001
-3.61014,0.994969,0.000333031,10,1023,0,11.7714,0.518522,0.900416,1.64792,-0.662135,-3.4013,-0.314957,1.59206,1.08717,0.323609,0.33494,0.451279,0.38704,0.556652,0.644609,1.00062,5.63949,5.98092,3.87933,5.36839,5.9148,5.82259,5.79708,0.001
-2.47683,0.962206,0.000333031,10,1023,0,10.8179,0.508251,0.886193,1.69484,-0.619583,-3.46778,-0.344584,1.6233,1.08878,0.323766,0.335127,0.454437,0.385268,0.557955,0.645452,1.00128,5.75884,5.9402,5.38011,5.77225,5.56725,5.95327,5.16711,0.001
