# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = m7x469s_model
# start_datetime = 2021-10-05 18:55:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_data_4.R
# init = 2 (Default)
# random
#   seed = 1492737655 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 eeb5e39
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,mu.78,mu.79,mu.80,mu.81,mu.82,mu.83,mu.84,mu.85,mu.86,mu.87,mu.88,mu.89,mu.90,mu.91,mu.92,mu.93,mu.94,mu.95,mu.96,mu.97,mu.98,mu.99,mu.100
-31.8187,0.985805,0.673504,3,7,0,35.2977,0.145737,0.238326,-0.332028,-0.0341345,-0.0200641,0.159032,0.919283,-0.404786,0.102423,-0.449751,0.68884,0.359523,0.475211,-0.218086,-0.448538,-0.0551647,-0.513819,0.410935,0.710635,0.0100428,-0.0607204,0.533584,0.00371838,-0.250914,0.252048,0.116085,0.142412,0.116059,0.25377,-0.44932,-0.950725,0.412795,-0.677035,0.0778956,-0.881453,0.595777,0.442091,0.30656,0.00736047,-0.388097,-0.682858,0.764994,0.596821,-0.280107,-0.00429404,-0.401261,0.0245525,-0.0491386,0.750367,0.352969,-0.227511,0.042158,0.0396303,-0.521277,0.289328,0.517893,0.502986,0.0722847,-0.739002,-0.228853,0.793702,0.0988224,-0.443297,0.308968,-0.267089,0.132036,-0.0938029,0.0683608,-0.491221,0.134401,0.513773,0.044146,0.0153804,-0.148146,0.503524,0.667548,0.245891,-0.228336,0.376873,-0.122351,-0.409719,-0.00596928,0.510814,0.183705,0.786718,0.00626051,0.135534,-0.361569,0.136192,-0.472088,0.0768595,-0.0238821,0.131405,-0.193885,-0.0678892,0.12133,0.0210764,0.0492255,0.0892245,-0.409971,0.322602,0.358226,1.01195,-0.769557,-0.153501,0.337047,0.693793
-33.2211,0.893365,0.673504,3,7,0,35.2796,0.184039,0.243027,-0.423093,-0.105672,-0.0580549,0.261614,0.817099,-0.585705,0.322385,-0.597008,0.746073,0.589688,0.556818,-0.313159,-0.457932,-0.201922,-0.586042,0.609802,0.990522,-0.061137,-0.0774227,0.563801,0.049248,-0.528416,0.53969,0.258981,0.215889,0.157207,0.47671,-0.539372,-1.20389,0.35435,-0.738349,0.156038,-1.1605,0.587763,0.495492,0.336263,0.101003,-0.578018,-0.921309,0.940867,0.733207,0.00563082,0.0651843,-0.465822,-0.111341,-0.132701,0.857402,0.362161,-0.380495,-0.0327315,0.00172384,-0.619398,0.358725,0.517308,0.613644,0.146586,-1.04631,-0.348142,1.20596,0.160259,-0.723977,0.529381,-0.42626,0.191347,0.0511211,0.0728154,-0.662494,0.276167,0.554159,0.0677038,0.101443,-0.0203581,0.643051,0.911016,0.421951,-0.352312,0.569399,-0.19616,-0.469304,-0.137805,0.584754,0.309559,1.00511,0.0752204,0.0722791,-0.557466,0.388634,-0.766096,0.190949,-0.0784532,0.17233,-0.196771,0.020786,0.219936,0.216849,0.0923396,0.0548846,-0.661082,0.265089,0.376031,1.39788,-0.929707,-0.204728,0.435,1.00848
-32.1366,0.992848,0.673504,3,7,0,35.5748,0.119623,0.2366,-0.310483,0.125585,-0.0425753,-0.0138515,0.871324,-0.141499,-0.398825,-0.223532,0.867925,0.278238,0.390063,-0.191645,-0.631818,0.15297,-0.423578,0.4054,0.470795,0.192292,-0.065484,0.497181,-0.100893,0.190815,-0.280216,-0.318844,-0.0588297,0.177532,-0.269422,-0.357334,-0.843548,0.67271,-0.913325,-0.232389,-0.581201,0.681181,0.233206,0.247366,-0.0395637,-0.0602327,-0.69498,0.654252,0.730248,-0.692057,-0.204848,-0.356007,0.20546,0.253415,0.663786,0.234608,0.0627983,0.0568966,-0.0656573,-0.463182,0.00744117,0.526486,0.308745,-0.180608,-0.561184,-0.0756936,0.00585693,0.117889,-0.165656,-0.143504,-0.0679518,0.0765998,-0.468897,0.0340211,-0.445427,-0.0230322,0.703057,0.0461002,0.0828363,-0.345379,0.538593,0.450268,0.0201618,0.096972,0.0310474,-0.0559266,-0.397627,0.0570264,0.476869,0.0247812,0.639774,-0.169336,0.282893,-0.104442,-0.315109,-0.00615857,0.152081,0.0718727,0.183826,-0.102871,-0.172707,-0.10688,-0.0971603,-0.0298385,0.286284,-0.0557156,0.391102,0.485944,0.493086,-0.613894,-0.268163,0.194887,0.668591
-32.8016,0.819181,0.673504,3,7,0,38.2249,-0.0329411,0.31738,-0.471026,0.0491704,0.0380163,0.104941,0.8748,-0.637966,-0.357659,-0.710042,0.837131,0.213481,0.510285,-0.532554,-1.00812,-0.240012,-0.880381,0.345545,0.581907,-0.0717381,-0.378756,0.483961,-0.119298,-0.271532,-0.131963,-0.569673,-0.137179,-0.0467458,-0.0570488,-0.873863,-1.49174,0.487626,-1.318,-0.292039,-1.23005,0.574495,0.281171,0.184501,-0.405943,-0.518916,-1.04067,0.86676,0.642222,-0.792651,-0.378414,-0.78684,0.0161335,-0.191895,0.820426,0.323212,-0.428193,-0.14739,-0.165518,-0.871965,0.0763752,0.49572,0.4002,-0.22458,-1.05725,-0.412034,0.394627,-0.0331569,-0.508467,-0.0491236,-0.419434,-0.122248,-0.609462,0.0394634,-0.91861,-0.164223,0.655028,-0.135397,-0.12744,-0.510374,0.535413,0.500784,0.0665268,-0.232606,0.0559231,-0.487387,-0.786976,-0.0787967,0.402155,-0.0690266,0.873358,-0.375968,0.203375,-0.499053,-0.305099,-0.633474,-0.167007,-0.143888,0.0308967,-0.513458,-0.473629,-0.140918,-0.355201,-0.217267,0.0804819,-0.611871,0.522149,0.250762,0.728056,-1.38624,-0.490332,0.175547,0.664788
-32.1841,0.967732,0.673504,2,7,0,34.916,0.0582905,0.297364,-0.390804,0.184101,-0.102896,0.0870754,0.850336,-0.378993,-0.512861,-0.331548,1.0205,0.208682,0.426985,-0.132129,-0.875035,0.0409679,-0.580932,0.369596,0.620497,0.264196,-0.165754,0.549863,-0.295735,0.00842099,-0.455806,-0.276716,-0.122956,0.114904,-0.364522,-0.439978,-1.19601,0.677255,-1.30302,-0.312651,-1.05662,0.871302,0.280014,0.336115,0.00723874,-0.310135,-1.17327,0.674216,0.889206,-0.903024,-0.319708,-0.635179,0.0201789,0.157777,0.982682,0.0874188,-0.234867,-0.188629,-0.173728,-0.730875,-0.180265,0.680648,0.394744,-0.33771,-0.866891,-0.229047,0.0227516,0.149163,-0.396415,-0.183202,-0.286067,0.0550086,-0.656827,-0.202198,-0.704674,-0.0634625,0.705189,0.0262232,0.0515753,-0.592912,0.582765,0.67116,-0.084045,-0.163054,-0.119838,-0.189626,-0.6773,-0.0295089,0.636395,0.0878169,0.726031,-0.164216,0.163063,-0.348514,-0.400512,-0.232843,0.158768,0.0432438,0.141447,-0.145072,-0.139632,-0.321176,-0.0197145,-0.118859,0.154098,-0.147434,0.208617,0.570013,0.81222,-0.753179,-0.280895,0.0743445,0.768394
-31.1643,0.977568,0.673504,2,7,0,33.9148,0.0258472,0.292903,-0.346421,-0.030165,0.0566005,0.049478,0.79946,-0.433573,-0.175755,-0.640319,0.641593,0.189425,0.394846,-0.5051,-0.670539,-0.0641161,-0.762984,0.268307,0.461063,-0.182049,-0.20398,0.501592,-0.0682497,-0.159754,0.0438268,-0.244201,-0.0193077,-0.0131177,0.0337838,-0.72481,-1.0932,0.461129,-0.840475,-0.11338,-0.844204,0.509965,0.340923,0.137504,-0.329013,-0.381289,-0.601711,0.756298,0.431386,-0.695051,-0.19069,-0.505084,0.11748,-0.112311,0.530116,0.42869,-0.144792,0.126031,-0.0317636,-0.658166,0.303787,0.419661,0.354551,-0.0441544,-0.766191,-0.302443,0.547299,-0.134527,-0.40284,0.0668806,-0.265825,-0.0517119,-0.334108,0.103058,-0.57069,-0.104808,0.532581,-0.143484,-0.218907,-0.328308,0.388478,0.3644,0.089803,-0.185151,0.290013,-0.219286,-0.521542,-0.0247807,0.337683,-0.107194,0.694088,-0.278232,0.167735,-0.346901,-0.173967,-0.436541,-0.192529,-0.16375,-0.00402976,-0.452865,-0.423491,0.0603132,-0.416614,-0.101874,0.085231,-0.505278,0.493253,0.234364,0.641463,-1.09346,-0.39199,0.301751,0.468998
-30.5348,0.923424,0.673504,2,7,0,32.505,0.175308,0.186587,-0.397878,0.0442659,-0.0234545,0.115177,0.83209,-0.330456,-0.0450085,-0.299404,0.851051,0.522851,0.579094,-0.216328,-0.588384,-0.0947552,-0.385662,0.61469,0.745332,0.185715,-0.119101,0.460318,0.130537,-0.118281,0.148048,-0.31182,0.0630849,0.211974,0.164057,-0.425115,-1.01458,0.503792,-0.881348,-0.0842048,-0.805622,0.537796,0.291277,0.312363,-0.0127169,-0.214901,-0.789227,0.860925,0.809122,-0.140797,-0.105151,-0.408332,0.0993568,0.0708046,0.828435,0.305509,-0.209463,-0.068957,-0.0299736,-0.450573,0.113583,0.486479,0.466561,-0.021503,-0.749949,-0.143259,0.465012,0.281785,-0.298159,0.168502,-0.184231,0.124022,-0.255045,0.202769,-0.620974,0.154205,0.719036,0.141536,0.2716,-0.101329,0.70293,0.670478,0.321882,0.0560952,0.190203,-0.254983,-0.405983,0.0221561,0.484405,0.228068,0.919728,-0.0663283,0.324619,-0.240795,0.0540495,-0.367443,0.239362,0.100065,0.285024,-0.0995714,-0.0586685,0.0539672,0.15715,0.0336335,0.280196,-0.322851,0.488822,0.384065,0.796626,-0.825637,-0.223307,0.285053,0.940688
-32.4446,0.86258,0.673504,2,3,0,33.5961,0.155486,0.403862,-0.45555,-0.0671523,-0.0529014,0.0242529,0.790892,-0.391474,-0.2042,-0.788594,1.0041,0.533056,0.411411,-0.709328,-0.719543,0.150892,-0.936344,0.606436,0.787835,-0.264115,-0.0500797,0.77908,-0.194874,-0.108915,0.120511,0.0442633,0.0358677,0.182059,-0.105398,-0.794971,-1.36884,0.824541,-0.990934,-0.129499,-0.956491,0.844086,0.449732,0.171768,-0.100512,-0.388575,-0.883577,1.04782,0.803252,-0.878361,-0.111761,-0.435633,0.172065,0.181464,0.55886,0.515773,0.184838,0.353483,-0.0888406,-0.809908,0.444201,0.579913,0.442572,-0.0301225,-1.11155,-0.346413,0.821448,-0.168704,-0.719814,0.127373,-0.290871,0.112708,-0.284833,0.0318573,-0.602139,0.0354845,0.844428,-0.151733,-0.198685,-0.295546,0.636885,0.647575,0.14702,-0.173175,0.639255,0.0561136,-0.524324,-0.174667,0.594177,-0.0967903,0.93173,-0.259704,0.142316,-0.42059,-0.135887,-0.355667,0.0636251,-0.241872,0.0692405,-0.384721,-0.379306,0.182832,-0.337363,0.00524196,0.227268,-0.564562,0.435825,0.588086,1.07634,-1.12111,-0.591932,0.561839,0.98241
-31.3049,0.940115,0.673504,2,7,0,34.672,0.0900326,0.29356,-0.384311,0.0405123,-0.145708,0.19904,0.816161,-0.520111,-0.131846,-0.502544,0.86404,0.346706,0.370395,-0.199129,-0.65061,-0.0472819,-0.629516,0.426391,0.818506,0.0595968,-0.0876639,0.566216,-0.304754,-0.328219,-0.0434496,0.223943,0.0255629,0.113381,-0.0640941,-0.446343,-1.22312,0.503365,-1.04203,-0.0888515,-1.20885,0.810564,0.387664,0.321211,0.170416,-0.540296,-1.19928,0.698077,0.811839,-0.573481,-0.123276,-0.571929,-0.161534,0.0335224,0.895502,0.0993078,-0.312219,-0.147284,-0.150113,-0.757024,0.0184059,0.615657,0.47083,-0.158545,-1.05201,-0.354662,0.633373,0.0875087,-0.729469,0.150244,-0.443145,0.141873,-0.302799,-0.272583,-0.671461,0.101966,0.542451,-0.00135825,-0.00659183,-0.395637,0.538036,0.848406,0.056932,-0.426059,0.230048,-0.101483,-0.619604,-0.189496,0.666311,0.187471,0.760312,-0.00535599,-0.048862,-0.559055,-0.0320058,-0.516156,0.204574,-0.0882176,0.0834909,-0.144005,-0.000801721,-0.129389,0.136633,-0.0274814,-0.000519041,-0.400921,-0.0171152,0.540142,1.2506,-0.70995,-0.250645,0.211375,0.876283
-30.7588,0.970755,0.673504,3,7,0,32.9899,0.0498682,0.262075,-0.36451,0.100359,-0.0804734,0.141511,0.775397,-0.454615,-0.276828,-0.400498,0.831799,0.225001,0.407546,-0.160499,-0.731772,-0.0683212,-0.566464,0.33926,0.638037,0.147718,-0.167165,0.483329,-0.220914,-0.179189,-0.202057,-0.125376,-0.0494295,0.0702805,-0.13031,-0.453499,-1.135,0.490627,-1.09267,-0.181431,-1.06813,0.713766,0.304695,0.301374,0.00096564,-0.410619,-1.05747,0.646068,0.736695,-0.637029,-0.225893,-0.596813,-0.0611942,0.0110005,0.888233,0.114982,-0.333202,-0.189387,-0.133773,-0.685184,-0.0652013,0.577379,0.409603,-0.216528,-0.866651,-0.277531,0.308792,0.118017,-0.474463,-0.00314942,-0.344178,0.0534793,-0.456489,-0.162037,-0.673776,-0.006231,0.556416,0.0103156,0.0207137,-0.451914,0.507547,0.665505,0.0135767,-0.265139,0.0155554,-0.222421,-0.62044,-0.069289,0.556686,0.124553,0.706431,-0.102849,0.0873671,-0.420849,-0.192037,-0.40712,0.105609,-0.0123346,0.100668,-0.181044,-0.105434,-0.204308,0.0176054,-0.09011,0.0607215,-0.294873,0.164901,0.438375,0.897557,-0.767324,-0.235554,0.112814,0.704678
-33.8354,0.721985,0.673504,3,7,0,35.3225,0.150195,0.332138,-0.377955,-0.150419,-0.156561,0.0729589,0.854732,-0.379916,0.00695975,-0.773152,0.768618,0.642118,0.173854,-0.704712,-0.43873,0.122729,-0.809447,0.636707,0.827396,-0.402097,0.0605688,0.636429,-0.299042,-0.318571,0.310431,0.474193,0.0798275,0.206442,-0.0677142,-0.617776,-1.18619,0.624534,-0.685031,-0.0412056,-0.879589,0.68638,0.348795,0.0627415,0.167471,-0.465864,-0.914442,0.835402,0.714603,-0.53387,0.0337324,-0.263047,-0.0497532,0.204667,0.277363,0.301816,0.233531,0.319378,-0.173931,-0.718815,0.405352,0.381279,0.325682,0.0154637,-1.1808,-0.402674,1.01811,-0.212762,-0.990298,0.257298,-0.381327,0.188343,-0.00566599,-0.160293,-0.48103,0.176099,0.617042,-0.175137,-0.180542,-0.108213,0.521485,0.695654,0.160785,-0.327448,0.797363,0.217634,-0.378151,-0.409057,0.533099,-0.0405519,0.739507,-0.114696,-0.131444,-0.532903,0.106016,-0.416272,0.231851,-0.353517,0.0105372,-0.237558,-0.165866,0.239545,-0.0786215,0.071644,0.0941503,-0.626511,0.00191456,0.568457,1.23433,-0.764188,-0.581905,0.556642,1.06131
