# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x462s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_data_4.R
# init = 2 (Default)
# random
#   seed = 2074870182 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 fa623df
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,b.6,log_sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,sigma
-6.18056,0.997647,0.00300881,7,255,0,11.1242,0.482297,0.839401,1.82951,-0.498851,-3.66953,-0.420542,1.71272,-7.1258,0.326368,0.331992,0.453444,0.385709,0.556692,0.644979,1.00051,4.13898,2.00342,5.98266,5.96532,5.92933,5.9675,5.85848,0.001
-4.31638,0.959623,0.00300881,10,1023,0,9.70155,0.489211,0.851245,1.79542,-0.530056,-3.61788,-0.40106,1.68972,-6.7374,0.32642,0.333661,0.454663,0.385981,0.557223,0.644504,1.00096,4.0365,5.32316,5.1054,5.98729,5.97157,5.75666,5.52649,0.001
-3.87191,0.977135,0.00300881,10,1023,0,6.90824,0.494113,0.864026,1.77186,-0.564315,-3.58416,-0.380065,1.67331,-6.60371,0.325997,0.333921,0.453557,0.385148,0.555317,0.645652,1.00071,4.78284,5.58897,5.9639,5.68599,4.50919,5.87963,5.73928,0.001
-3.60602,0.971074,0.00300881,10,1023,0,9.19056,0.503385,0.868518,1.71208,-0.580781,-3.4905,-0.364131,1.63422,-6.25973,0.324468,0.334157,0.453525,0.387036,0.559062,0.645696,0.99902,5.98853,5.77263,5.97041,5.37243,3.93958,5.8585,5.50868,0.001
-2.33471,0.974925,0.00300881,10,1023,0,7.29025,0.50392,0.873841,1.70836,-0.59327,-3.48368,-0.356922,1.62997,-6.17861,0.323995,0.333927,0.452768,0.385799,0.558681,0.644959,0.999368,5.88769,5.59441,5.82874,5.98076,4.6377,5.96327,5.78922,0.001
-2.82673,0.744838,0.00300881,10,1023,0,8.38545,0.498838,0.864313,1.73829,-0.566571,-3.53043,-0.375788,1.65209,-5.38484,0.325012,0.334491,0.454952,0.386254,0.55848,0.645631,0.999844,5.82778,5.93629,4.67958,5.93493,4.94737,5.88943,5.97673,0.001
-3.76002,0.99999,0.00300881,7,159,0,5.76632,0.497958,0.861529,1.73683,-0.564992,-3.52554,-0.374541,1.64922,-5.35641,0.325471,0.334661,0.454509,0.386195,0.557596,0.645863,0.997995,5.46209,5.97702,5.29727,5.95268,5.83241,5.75905,3.97801,0.001
-2.70197,0.999956,0.00300881,7,255,0,8.90048,0.499202,0.863982,1.73741,-0.563386,-3.53216,-0.378378,1.65389,-5.34812,0.324101,0.333488,0.454294,0.386454,0.558425,0.645637,0.999979,5.92988,5.10892,5.52732,5.84923,5.02619,5.88679,5.9886,0.001
-3.60428,0.76952,0.00300881,9,767,0,10.7101,0.504085,0.874606,1.72218,-0.594278,-3.51407,-0.359377,1.64345,-5.31001,0.324952,0.333912,0.452566,0.387092,0.55533,0.644149,0.999914,5.86015,5.58117,5.69442,5.30917,4.53216,5.4516,5.98509,0.001
-3.61254,0.966796,0.00300881,10,1023,0,8.09345,0.511195,0.887983,1.67868,-0.635716,-3.43764,-0.32838,1.60594,-5.53426,0.32571,0.335768,0.451691,0.386573,0.558013,0.645862,0.999942,5.18841,5.53489,4.63992,5.77929,5.5123,5.75989,5.98711,0.001
-5.35919,0.995361,0.00300881,7,255,0,9.97279,0.511085,0.888239,1.67888,-0.635053,-3.43741,-0.328487,1.60547,-5.53104,0.325219,0.335033,0.450702,0.386367,0.558633,0.644885,1.00036,5.68912,5.96491,2.52703,5.89139,4.7151,5.94372,5.92388,0.001
-5.74475,0.966809,0.00300881,10,1023,0,13.12,0.502023,0.868526,1.72118,-0.584541,-3.49867,-0.359865,1.6344,-5.53136,0.326202,0.334895,0.452538,0.386904,0.559548,0.644762,0.999642,4.44452,5.98558,5.67284,5.51035,2.83536,5.8992,5.92462,0.001
-3.21952,0.970354,0.00300881,5,31,0,7.20779,0.501856,0.868482,1.72029,-0.585087,-3.49885,-0.360184,1.63521,-5.53176,0.325994,0.335002,0.453071,0.386661,0.558318,0.645278,0.998753,4.78903,5.9713,5.95433,5.71836,5.16863,5.98453,5.21154,0.001
-1.59532,0.691175,0.00300881,10,1023,0,8.34696,0.504067,0.873453,1.7145,-0.589234,-3.49863,-0.36211,1.63831,-4.88342,0.324108,0.334232,0.454136,0.3865,0.557772,0.646201,0.999998,5.93226,5.81893,5.66683,5.82432,5.7184,5.47237,5.98881,0.001
-2.02816,0.930326,0.00300881,7,255,0,5.06348,0.504047,0.875688,1.71477,-0.592446,-3.50054,-0.361901,1.63975,-4.90862,0.323588,0.334237,0.454757,0.385821,0.557193,0.646017,1.00021,5.62207,5.82204,4.97484,5.98334,5.97666,5.64308,5.96719,0.001
-3.67841,0.996413,0.00300881,6,95,0,5.79374,0.504755,0.874179,1.71674,-0.592253,-3.5016,-0.360112,1.63838,-4.89862,0.325365,0.335112,0.454383,0.387305,0.557918,0.643844,1.00081,5.565,5.94471,5.43834,5.03789,5.60034,5.08903,5.66369,0.001
-6.19891,0.706848,0.00300881,8,255,0,10.8231,0.501535,0.878525,1.72574,-0.60772,-3.50521,-0.347554,1.63428,-4.86505,0.325687,0.334271,0.450645,0.384306,0.55748,0.644911,1.0005,5.2169,5.84115,2.37598,4.67709,5.89064,5.95128,5.86575,0.001
-5.38236,0.946932,0.00300881,9,639,0,10.9624,0.50495,0.874254,1.70078,-0.60155,-3.47237,-0.350551,1.62435,-4.69041,0.325101,0.335116,0.453307,0.386215,0.55612,0.644315,0.997107,5.77329,5.94358,5.98846,5.94693,5.56793,5.61053,1.80283,0.001
-4.95048,0.99991,0.00300881,5,31,0,8.04135,0.50547,0.874303,1.70344,-0.599931,-3.47306,-0.350471,1.62354,-4.68044,0.325971,0.335555,0.453167,0.38698,0.559249,0.645868,0.999423,4.82289,5.71496,5.97491,5.43293,3.54138,5.75582,5.8226,0.001
-2.35946,0.945635,0.00300881,10,1023,0,7.51335,0.508601,0.888204,1.69899,-0.628504,-3.47318,-0.337609,1.62264,-4.75027,0.325152,0.335276,0.452579,0.385735,0.557082,0.644463,1.00164,5.7384,5.88237,5.70397,5.9705,5.98782,5.72795,4.64568,0.001
-4.63065,0.978019,0.00300881,10,1023,0,9.42762,0.50343,0.88287,1.71395,-0.61188,-3.49082,-0.349084,1.63151,-5.59344,0.324128,0.334988,0.453996,0.38349,0.557766,0.644167,1.001,5.93875,5.97388,5.76899,3.02089,5.72306,5.47071,5.49011,0.001
-4.92027,0.978253,0.00300881,5,31,0,7.00852,0.503391,0.882921,1.71428,-0.61174,-3.49079,-0.349125,1.63146,-5.59381,0.324198,0.335094,0.454126,0.383471,0.558129,0.644782,1.00122,5.95844,5.94975,5.67446,2.97513,5.39242,5.90751,5.23905,0.001
-1.54687,0.990041,0.00300881,10,1023,0,7.7176,0.503561,0.877914,1.72032,-0.597159,-3.50837,-0.359421,1.64178,-5.63486,0.323825,0.334077,0.453957,0.385346,0.557063,0.645539,1.00106,5.79682,5.71673,5.79442,5.82037,5.98849,5.92617,5.42795,0.001
-0.764957,0.944733,0.00300881,10,1023,0,2.5727,0.505898,0.879584,1.70337,-0.610692,-3.47742,-0.346697,1.62571,-5.39619,0.32513,0.335142,0.453075,0.385894,0.556822,0.644754,0.999319,5.75379,5.93528,5.9554,5.98832,5.96565,5.89566,5.7572,0.001
-1.16617,0.779805,0.00300881,10,1023,0,4.6696,0.504395,0.875227,1.71638,-0.594711,-3.50249,-0.358779,1.63873,-5.54094,0.324501,0.334099,0.453178,0.38661,0.556765,0.644164,1.00013,5.98723,5.73249,5.97673,5.75514,5.95171,5.46776,5.98023,0.001
-1.80102,0.847429,0.00300881,10,1023,0,4.55456,0.510735,0.890472,1.68695,-0.634286,-3.45823,-0.334959,1.6179,-5.36407,0.324632,0.335694,0.453819,0.385943,0.556177,0.64616,1.00083,5.97131,5.6022,5.87112,5.98867,5.61887,5.51378,5.64845,0.001
-2.66323,0.981356,0.00300881,10,1023,0,6.54984,0.498949,0.869129,1.74388,-0.576058,-3.54006,-0.371413,1.65492,-6.37864,0.32508,0.334242,0.454079,0.385622,0.558107,0.646094,1.00133,5.7866,5.82463,5.71101,5.94271,5.4165,5.57544,5.09929,0.001
-2.59037,0.917716,0.00300881,8,383,0,8.39914,0.500018,0.866051,1.73114,-0.569832,-3.52203,-0.373763,1.64901,-6.38735,0.323866,0.333377,0.453791,0.386127,0.558151,0.646128,0.999549,5.82156,4.95457,5.88418,5.96855,5.36821,5.54405,5.8869,0.001
-1.97293,0.888067,0.00300881,9,767,0,8.73964,0.501773,0.873446,1.72516,-0.59254,-3.51047,-0.359549,1.64087,-6.42221,0.325334,0.334957,0.453868,0.385581,0.556707,0.643667,0.999648,5.59323,5.97871,5.84589,5.9295,5.93436,4.83634,5.92694,0.001
-2.68222,0.962965,0.00300881,10,1023,0,3.73493,0.503097,0.875017,1.71944,-0.59322,-3.50636,-0.360043,1.6404,-6.79537,0.32383,0.333495,0.45275,0.385669,0.556436,0.643689,0.999787,5.80011,5.1175,5.8189,5.95581,5.80822,4.86885,5.96605,0.001
-1.54077,0.999749,0.00300881,7,151,0,4.6733,0.502633,0.874219,1.72245,-0.593845,-3.50852,-0.358109,1.63996,-6.81911,0.324662,0.333736,0.452081,0.385881,0.556758,0.645182,0.999829,5.96511,5.40664,5.20463,5.9878,5.94988,5.98881,5.97414,0.001
-2.6853,0.993467,0.00300881,10,1023,0,6.57429,0.500413,0.864979,1.73062,-0.571297,-3.51936,-0.371665,1.64679,-7.68336,0.325362,0.334659,0.454481,0.386947,0.557929,0.644496,0.999175,5.56812,5.97665,5.33034,5.46747,5.59106,5.75104,5.64826,0.001
-5.24108,0.941619,0.00300881,8,255,0,7.18362,0.497484,0.865209,1.73555,-0.57189,-3.51816,-0.370165,1.64437,-7.71845,0.324994,0.334553,0.454066,0.384631,0.559275,0.643799,0.999118,5.83785,5.95465,5.72058,5.15105,3.48494,5.02825,5.59985,0.001
-6.99327,0.874594,0.00300881,8,511,0,10.7369,0.499058,0.863722,1.73284,-0.573617,-3.51501,-0.365999,1.64119,-7.79138,0.326146,0.334174,0.451709,0.386492,0.558909,0.643607,0.998761,4.54071,5.78375,4.67026,5.82868,4.23712,4.74317,5.22105,0.001
-5.16003,0.999716,0.00300881,10,1023,0,7.9205,0.499622,0.861303,1.73959,-0.557096,-3.54203,-0.383772,1.66027,-8.14958,0.324294,0.333662,0.45532,0.387712,0.55639,0.645795,0.99908,5.97756,5.32463,4.01566,4.39402,5.77955,5.8027,5.56521,0.001
-3.57114,0.996722,0.00300881,8,255,0,6.23841,0.495971,0.86288,1.74614,-0.569672,-3.53586,-0.370996,1.6512,-8.16136,0.325915,0.33445,0.453131,0.38499,0.557243,0.645937,0.998232,4.90768,5.92227,5.96827,5.5505,5.96756,5.70613,4.42559,0.001
-3.84739,0.918517,0.00300881,10,1023,0,10.106,0.497353,0.864269,1.7559,-0.563693,-3.56528,-0.381091,1.66776,-8.53055,0.325072,0.333747,0.454439,0.386454,0.555217,0.644125,1.00016,5.79184,5.41881,5.37768,5.84915,4.33284,5.42722,5.97572,0.001
-2.89024,0.999464,0.00300881,7,223,0,5.35755,0.495469,0.86536,1.75919,-0.567014,-3.56507,-0.378079,1.66605,-8.53071,0.324735,0.333366,0.453477,0.384756,0.555622,0.645106,0.999971,5.94649,4.93931,5.97851,5.30486,4.98721,5.98566,5.9884,0.001
-2.54011,0.976666,0.00300881,10,1023,0,5.47685,0.50258,0.875549,1.72943,-0.591571,-3.526,-0.364147,1.65015,-7.96866,0.324307,0.334194,0.4544,0.385915,0.555333,0.645324,1.00065,5.97934,5.79642,5.41977,5.98876,4.53637,5.97913,5.77881,0.001
-0.947971,0.988866,0.00300881,8,511,0,4.90803,0.502732,0.872032,1.72472,-0.587807,-3.51469,-0.362859,1.64408,-7.97605,0.324997,0.334259,0.453411,0.386719,0.556422,0.645343,0.999773,5.83625,5.83411,5.98582,5.67471,5.79969,5.97643,5.96307,0.001
-0.503179,0.984833,0.00300881,10,1023,0,1.88705,0.504228,0.875113,1.71266,-0.59476,-3.49507,-0.358412,1.63593,-7.75574,0.324192,0.334294,0.453747,0.386111,0.557153,0.64556,0.999652,5.95702,5.85302,5.90325,5.9717,5.98213,5.91864,5.92815,0.001
-0.909933,0.780933,0.00300881,10,1023,0,8.77307,0.506734,0.884874,1.7049,-0.619926,-3.48282,-0.343477,1.62804,-8.32663,0.324744,0.335007,0.453102,0.385337,0.556325,0.645523,1.00069,5.94394,5.97029,5.96217,5.81564,5.73501,5.93162,5.748,0.001
-1.73958,0.989331,0.00300881,10,1023,0,5.17038,0.5025,0.877091,1.72979,-0.596668,-3.5222,-0.359187,1.64617,-9.50461,0.324736,0.334028,0.452909,0.385595,0.556567,0.644905,1.00141,5.94639,5.67953,5.89886,5.93403,5.87829,5.94966,4.9922,0.001
-1.65034,0.907009,0.00300881,10,1023,0,6.66016,0.502379,0.869449,1.72049,-0.580861,-3.50791,-0.367028,1.64275,-8.49526,0.324201,0.334064,0.454194,0.386548,0.556794,0.64516,0.998861,5.95922,5.70677,5.61873,5.79503,5.95938,5.9885,5.33971,0.001
-5.21062,0.857628,0.00300881,10,1023,0,10.9849,0.510632,0.884023,1.68319,-0.621606,-3.45571,-0.341583,1.61872,-8.78506,0.324289,0.335136,0.453778,0.387166,0.554757,0.64435,0.998427,5.97678,5.93736,5.88979,5.22037,3.3884,5.64012,4.75172,0.001
-6.0519,0.99966,0.00300881,6,127,0,7.97805,0.510695,0.883219,1.68771,-0.618484,-3.45633,-0.341494,1.61708,-8.78049,0.325619,0.33585,0.453575,0.387961,0.558926,0.645809,1.00114,5.29891,5.45267,5.95954,3.91821,4.20533,5.79429,5.33437,0.001
-3.38317,0.928746,0.00300881,5,63,0,10.0652,0.509996,0.883406,1.68554,-0.618236,-3.45627,-0.341961,1.61775,-8.79096,0.323649,0.333713,0.451488,0.386896,0.556908,0.644793,0.999537,5.67213,5.38151,4.28569,5.51861,5.98046,5.91191,5.88171,0.001
-3.48882,0.979297,0.00300881,6,95,0,5.99197,0.509378,0.883227,1.6878,-0.618316,-3.45465,-0.342397,1.61674,-8.79411,0.325079,0.336049,0.454498,0.386681,0.558228,0.643968,1.00019,5.78738,5.22766,5.31022,5.70346,5.27906,5.24859,5.96995,0.001
-4.04673,0.964234,0.00300881,8,367,0,8.07032,0.510738,0.885859,1.6863,-0.618894,-3.4586,-0.343655,1.61962,-8.88207,0.323298,0.333913,0.452527,0.386846,0.558398,0.644717,1.00149,5.33214,5.582,5.66354,5.5653,5.06284,5.87908,4.88372,0.001
-2.28283,0.998942,0.00300881,8,415,0,5.62623,0.508872,0.884738,1.6828,-0.623431,-3.44763,-0.338679,1.6136,-8.96265,0.323597,0.334584,0.452712,0.385295,0.556468,0.645202,0.998419,5.62959,5.96228,5.79606,5.78993,5.82675,5.98867,4.73867,0.001
-3.00928,0.731778,0.00300881,8,255,0,6.17045,0.511484,0.888661,1.6855,-0.624082,-3.46012,-0.342542,1.62108,-8.88739,0.323273,0.334482,0.453749,0.386681,0.557547,0.645181,1.00183,5.30242,5.93328,5.90228,5.70394,5.85897,5.98881,4.3165,0.001
-1.51935,0.986683,0.00300881,10,1023,0,5.02592,0.511361,0.889671,1.67531,-0.633371,-3.43533,-0.33274,1.60749,-9.05703,0.323854,0.335121,0.452888,0.385626,0.558425,0.645227,1.00044,5.81468,5.94197,5.88972,5.94376,5.02528,5.98794,5.89156,0.001
-1.22801,0.970835,0.00300881,10,1023,0,3.99852,0.50902,0.884622,1.69245,-0.623852,-3.4631,-0.338562,1.61901,-9.23658,0.325364,0.335473,0.452779,0.386537,0.556647,0.645566,0.999894,5.56636,5.77188,5.83511,5.80212,5.91264,5.91624,5.98324,0.001
-1.40813,0.989715,0.00300881,10,1023,0,3.69295,0.501725,0.874835,1.72363,-0.591695,-3.5096,-0.361546,1.64193,-9.81234,0.324007,0.334238,0.454099,0.384808,0.557248,0.645637,1.00012,5.89327,5.82265,5.69575,5.36343,5.9665,5.88672,5.98141,0.001
-1.60858,0.999289,0.00300881,10,1023,0,2.6066,0.499947,0.871048,1.73474,-0.580283,-3.52836,-0.369609,1.65105,-10.2452,0.323958,0.333847,0.454317,0.385085,0.557054,0.645456,1.00032,5.87073,5.52003,5.50489,5.63547,5.98867,5.95217,5.93825,0.001
-6.01512,0.989162,0.00300881,9,1023,0,9.5408,0.499824,0.859512,1.73208,-0.561622,-3.52118,-0.374953,1.64744,-10.3917,0.325753,0.334073,0.453186,0.388072,0.557973,0.645706,0.998051,5.13212,5.71399,5.97798,3.68583,5.55083,5.85345,4.08894,0.001
-1.6877,0.988774,0.00300881,10,1023,0,9.76702,0.496684,0.861155,1.7504,-0.557701,-3.55061,-0.381796,1.66108,-10.5824,0.324777,0.333555,0.454062,0.386147,0.557641,0.645843,0.999678,5.93352,5.19519,5.72336,5.96428,5.80633,5.77266,5.93683,0.001
-10.7232,0.838555,0.00300881,4,15,0,12.5717,0.496774,0.861168,1.75211,-0.558075,-3.55009,-0.382214,1.66078,-10.5826,0.326314,0.335816,0.456918,0.386491,0.558806,0.64556,1.00056,4.24097,5.48787,-0.435578,5.82899,4.42441,5.9185,5.83147,0.001
-10.3541,0.967357,0.00300881,10,1023,0,19.914,0.493572,0.852008,1.7608,-0.535337,-3.56376,-0.392651,1.6668,-10.2818,0.324072,0.331468,0.451547,0.386534,0.559192,0.645468,0.999056,5.91958,0.389543,4.39341,5.80379,3.66744,5.94892,5.54367,0.001
