# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x462s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_data_1.R
# init = 2 (Default)
# random
#   seed = 2827660790 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 fa623df
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,b.6,log_sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,sigma
-6.55402,0.98085,0.00222386,5,63,0,10.0259,0.526154,0.913957,1.60557,-0.696462,-3.33523,-0.294269,1.56391,1.89988,0.323337,0.337582,0.454541,0.386692,0.558017,0.644928,1.00099,5.3758,2.15896,5.25967,5.69528,5.50824,5.95562,5.50223,0.001
-4.62142,0.972537,0.00222386,7,199,0,9.29952,0.525503,0.913147,1.60432,-0.699125,-3.33371,-0.290779,1.56228,1.89996,0.32301,0.336518,0.452378,0.386302,0.555887,0.645971,0.998944,4.95939,4.53919,5.53274,5.91828,5.32711,5.68037,5.43122,0.001
-4.15744,0.845452,0.00222386,10,1023,0,8.7147,0.518475,0.904151,1.63927,-0.669733,-3.38327,-0.311289,1.58453,1.86133,0.322903,0.335946,0.453364,0.385118,0.557545,0.643359,1.00048,4.80123,5.34956,5.98835,5.66229,5.85982,4.32115,5.87209,0.001
-2.41577,0.996629,0.00222386,10,1023,0,6.13936,0.520517,0.907408,1.63663,-0.680281,-3.3824,-0.304245,1.58293,1.8725,0.323735,0.336013,0.452121,0.386096,0.556454,0.645614,1.00083,5.73732,5.27135,5.25377,5.97434,5.81896,5.89693,5.64349,0.001
-3.0826,0.97977,0.00222386,7,127,0,4.68186,0.52066,0.906828,1.63767,-0.680777,-3.38342,-0.303148,1.58259,1.872,0.324431,0.336314,0.451862,0.38659,0.556349,0.64504,1.0008,5.98873,4.865,4.90706,5.76823,5.75242,5.97829,5.66967,0.001
-3.59956,0.790938,0.00222386,7,143,0,6.83957,0.519658,0.907836,1.63759,-0.680516,-3.38354,-0.304457,1.58353,1.87151,0.323012,0.335437,0.45172,0.385203,0.556026,0.645681,1.00043,4.96247,5.79531,4.68674,5.72752,5.47734,5.8657,5.89736,0.001
-1.8227,0.953668,0.00222386,10,1023,0,6.98037,0.513022,0.892997,1.66346,-0.646892,-3.41539,-0.322605,1.59722,1.84311,0.324269,0.335621,0.452266,0.385408,0.557316,0.644422,0.999155,5.9735,5.66406,5.41922,5.8545,5.95004,5.69754,5.63174,0.001
-3.25295,0.997718,0.00222386,7,127,0,5.28049,0.513163,0.894316,1.65891,-0.646309,-3.40956,-0.324423,1.59631,1.84492,0.32281,0.33503,0.452812,0.38454,0.557685,0.644587,0.999204,4.65327,5.96575,5.85292,5.02784,5.77883,5.80966,5.67182,0.001
-4.45115,0.98882,0.00222386,7,127,0,5.88127,0.51402,0.893394,1.66138,-0.652931,-3.41152,-0.317454,1.59418,1.84552,0.325824,0.336757,0.452377,0.386308,0.556546,0.645061,0.998686,5.03764,4.10209,5.53171,5.91586,5.86836,5.98111,5.12522,0.001
-2.22633,0.979687,0.00222386,10,1023,0,8.59391,0.510417,0.887601,1.67355,-0.631209,-3.42925,-0.3324,1.60431,1.84428,0.323868,0.335123,0.452622,0.385199,0.558405,0.644607,0.999226,5.8229,5.94132,5.73585,5.72428,5.0526,5.82147,5.68917,0.001
-2.69221,0.937421,0.00222386,10,1023,0,7.60716,0.505995,0.885037,1.70271,-0.624433,-3.47343,-0.338825,1.62235,1.81151,0.325534,0.335993,0.453466,0.384592,0.55669,0.646021,0.999938,5.3949,5.29459,5.98008,5.09914,5.92849,5.63988,5.98687,0.001
-4.85832,0.985011,0.00222386,10,1023,0,7.74219,0.512842,0.888475,1.65854,-0.637199,-3.40448,-0.326506,1.59313,1.80473,0.324268,0.335787,0.452748,0.38596,0.559076,0.643807,0.998531,5.97331,5.51648,5.81772,5.98823,3.90923,5.03964,4.90978,0.001
-5.79438,0.873704,0.00222386,10,1023,0,10.9175,0.526271,0.908392,1.60038,-0.684594,-3.33064,-0.299382,1.56341,1.78574,0.322068,0.335544,0.452365,0.387681,0.557445,0.645624,0.999076,3.16479,5.72304,5.51984,4.44796,5.90546,5.89252,5.56148,0.001
-5.80827,0.966019,0.00222386,9,767,0,9.65874,0.525519,0.91587,1.6205,-0.69856,-3.36488,-0.295251,1.57621,1.77247,0.323369,0.336345,0.452599,0.386967,0.555779,0.645824,1.00208,5.41031,4.81834,5.71916,5.44688,5.19783,5.78452,3.82597,0.001
-5.8445,0.801838,0.00222386,10,1023,0,9.52285,0.522493,0.90328,1.61591,-0.675247,-3.34757,-0.303379,1.56906,1.78532,0.323449,0.336281,0.452545,0.38714,0.558038,0.647092,0.998721,5.4931,4.91357,5.67825,5.25164,5.48738,4.17101,5.17072,0.001
-5.4935,0.904987,0.00222386,10,1023,0,11.5271,0.523599,0.91152,1.61193,-0.694007,-3.34017,-0.29304,1.56409,1.75322,0.323244,0.336531,0.452184,0.385668,0.557878,0.647263,0.999893,5.26863,4.51562,5.32865,5.95552,5.63539,3.82963,5.98305,0.001
-4.06041,0.98567,0.00222386,10,1023,0,9.90285,0.522163,0.904872,1.62112,-0.672134,-3.36171,-0.309366,1.57734,1.77235,0.321935,0.335289,0.453064,0.386579,0.557003,0.644353,0.999521,2.84059,5.8765,5.95257,5.77574,5.98822,5.64287,5.87398,0.001
-5.89674,0.935379,0.00222386,8,255,0,9.12822,0.523295,0.90214,1.61903,-0.667006,-3.35963,-0.311663,1.57722,1.77148,0.322898,0.336102,0.453987,0.38823,0.557733,0.646289,0.999641,4.79372,5.16097,5.77524,3.33364,5.74696,5.37906,5.92441,0.001
-4.97048,0.98044,0.00222386,9,767,0,8.5154,0.517606,0.902187,1.64205,-0.674187,-3.38306,-0.305346,1.58186,1.77114,0.325136,0.337363,0.453083,0.385522,0.5562,0.645874,0.998823,5.74957,2.74093,5.95755,5.90707,5.63882,5.7516,5.29588,0.001
-4.2418,0.999611,0.00222386,8,511,0,8.04025,0.517234,0.905196,1.6463,-0.676366,-3.39359,-0.30672,1.58716,1.77209,0.323728,0.33608,0.452349,0.384556,0.555293,0.644848,0.999568,5.73237,5.18866,5.50423,5.05079,4.46723,5.93195,5.89543,0.001
-1.48557,0.98883,0.00222386,10,1023,0,5.53685,0.514876,0.894396,1.65881,-0.648189,-3.41361,-0.322989,1.59776,1.77218,0.323711,0.335109,0.452117,0.386224,0.556871,0.644589,0.999539,5.71998,5.94559,5.24869,5.94438,5.97502,5.81136,5.88263,0.001
-1.84802,0.960199,0.00222386,10,1023,0,5.65648,0.511381,0.888078,1.67412,-0.629503,-3.43694,-0.33642,1.60994,1.81892,0.323576,0.335325,0.454095,0.38588,0.5569,0.643992,0.999313,5.61195,5.85854,5.69862,5.98778,5.97936,5.27746,5.75258,0.001
-4.0679,0.996017,0.00222386,8,255,0,6.52662,0.50898,0.889436,1.68417,-0.639239,-3.4422,-0.326624,1.60692,1.82361,0.325396,0.335771,0.451687,0.384646,0.557524,0.646348,0.99956,5.53638,5.53205,4.63345,5.16993,5.8701,5.31299,5.89182,0.001
-3.32972,0.962043,0.00222386,8,511,0,7.14121,0.509056,0.888741,1.68101,-0.638145,-3.43747,-0.327203,1.6054,1.82347,0.325148,0.335801,0.452029,0.384583,0.557216,0.645618,0.998867,5.74135,5.50226,5.13859,5.08752,5.97285,5.89498,5.34711,0.001
-2.29792,0.995009,0.00222386,10,1023,0,7.41935,0.515863,0.895419,1.65589,-0.647429,-3.41021,-0.325237,1.59785,1.84602,0.323689,0.336033,0.454287,0.386482,0.557928,0.644921,1.00053,5.70331,5.24645,5.53415,5.83447,5.59229,5.95403,5.85048,0.001
-2.49053,0.982116,0.00222386,10,1023,0,4.9661,0.513967,0.894965,1.66286,-0.650002,-3.42002,-0.322422,1.60023,1.83301,0.323703,0.335051,0.451989,0.385627,0.555795,0.644962,0.999161,5.71401,5.96101,5.08581,5.9441,5.21755,5.96389,5.63666,0.001
-1.12854,0.998374,0.00222386,10,1023,0,3.69756,0.508665,0.886204,1.68743,-0.626856,-3.45289,-0.336354,1.61438,1.85007,0.324247,0.334803,0.452197,0.385234,0.55711,0.645022,0.999521,5.96924,5.98874,5.34339,5.74956,5.98619,5.97556,5.87388,0.001
-3.22389,0.827282,0.00222386,10,1023,0,7.25616,0.508157,0.883914,1.68632,-0.620064,-3.44925,-0.341071,1.6144,1.87379,0.324334,0.335864,0.45461,0.385177,0.558327,0.646191,0.999467,5.98268,5.43883,5.17381,5.70869,5.15671,5.48336,5.84693,0.001
-7.12014,0.92908,0.00222386,10,1023,0,11.7638,0.50264,0.880776,1.71245,-0.613423,-3.48327,-0.345493,1.62691,1.85459,0.325519,0.336332,0.454611,0.383445,0.557547,0.646699,0.999495,5.41145,4.8373,5.17255,2.91209,5.85873,4.84331,5.86109,0.001
-6.09776,0.930187,0.00222386,8,255,0,11.1167,0.504368,0.878275,1.70664,-0.610633,-3.47678,-0.345309,1.62375,1.85088,0.325975,0.335901,0.453276,0.385278,0.55707,0.642619,0.998784,4.81822,5.39898,5.98719,5.77906,5.98826,2.69677,5.24998,0.001
-3.82825,0.994339,0.00222386,8,327,0,10.5399,0.507749,0.877518,1.69309,-0.601542,-3.46595,-0.353683,1.6246,1.85143,0.324005,0.335166,0.455159,0.386919,0.558109,0.646335,0.999398,5.89238,5.92717,4.3228,5.49552,5.41404,5.32791,5.80758,0.001
-1.3919,0.995403,0.00222386,8,255,0,5.02805,0.506746,0.879825,1.70052,-0.606987,-3.47749,-0.350247,1.62749,1.84848,0.323701,0.33383,0.452493,0.386115,0.557061,0.644656,0.999777,5.71228,5.50401,5.63569,5.97102,5.98853,5.84885,5.96396,0.001
-2.85011,0.869615,0.00222386,7,159,0,6.57795,0.507318,0.880272,1.69642,-0.60724,-3.47446,-0.352113,1.62829,1.84825,0.323382,0.334558,0.454617,0.386052,0.555799,0.644942,0.998971,5.42446,5.95595,5.16434,5.98093,5.22195,5.95915,5.45919,0.001
-2.60939,0.989072,0.00222386,10,1023,0,5.71447,0.507901,0.886013,1.69535,-0.62797,-3.46671,-0.336395,1.61985,1.8441,0.325106,0.335236,0.452319,0.385424,0.55542,0.645221,0.999278,5.76991,5.90019,5.47473,5.86296,4.68216,5.98816,5.7283,0.001
-2.85154,0.960731,0.00222386,10,1023,0,6.12847,0.505758,0.877578,1.70116,-0.607019,-3.47027,-0.346602,1.62188,1.83191,0.325227,0.334872,0.452214,0.386132,0.558659,0.646013,0.999464,5.68246,5.98718,5.36228,5.96765,4.67322,5.64642,5.84511,0.001
-3.16508,0.913856,0.00222386,7,255,0,6.0914,0.50541,0.879324,1.69966,-0.607596,-3.47231,-0.349568,1.625,1.83402,0.323675,0.334434,0.453433,0.384959,0.556687,0.643624,0.998622,5.69251,5.91645,5.98388,5.52102,5.9275,4.77054,5.03901,0.001
