# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x462s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_data_3.R
# init = 2 (Default)
# random
#   seed = 2827660791 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 fa623df
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,b.6,log_sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,sigma
-1.43982,0.991022,0.00263518,5,63,0,4.45087,0.513039,0.890717,1.67575,-0.633738,-3.44355,-0.335107,1.61283,1.18505,0.324008,0.3354,0.453936,0.386878,0.556984,0.645025,1.00093,5.89354,5.81779,5.80743,5.53588,5.9874,5.97605,5.55676,0.001
-2.5263,0.986493,0.00263518,7,255,0,4.6503,0.512014,0.89193,1.67524,-0.636762,-3.4382,-0.333206,1.60994,1.172,0.323935,0.33599,0.454772,0.385565,0.557602,0.645026,1.00083,5.85895,5.29813,4.95438,5.92363,5.82917,5.97621,5.64767,0.001
-3.58299,0.947957,0.00263518,10,1023,0,6.38672,0.515852,0.89782,1.66067,-0.655899,-3.41895,-0.31894,1.59907,1.12173,0.323956,0.334829,0.451064,0.386454,0.556232,0.644539,1.0005,5.86934,5.98871,3.41454,5.84949,5.66517,5.78017,5.86314,0.001
-2.95115,0.709497,0.00263518,10,1023,0,9.85103,0.519145,0.898405,1.63784,-0.659502,-3.38137,-0.314635,1.58383,1.09037,0.323846,0.335892,0.452601,0.387253,0.558394,0.644934,0.99994,5.80988,5.40909,5.72047,5.10817,5.06881,5.95714,5.98701,0.001
-3.33189,0.936,0.00263518,10,1023,0,8.66092,0.511036,0.88838,1.68133,-0.636114,-3.44596,-0.330437,1.61076,1.18782,0.325642,0.336098,0.45285,0.38652,0.555791,0.644353,0.999248,5.27158,5.16574,5.87212,5.81252,5.21222,5.64239,5.70631,0.001
-2.74847,0.822597,0.00263518,10,1023,0,6.34862,0.512114,0.889871,1.66771,-0.639166,-3.42332,-0.327925,1.60208,1.23805,0.324418,0.335929,0.453371,0.385741,0.556906,0.646642,0.998623,5.98845,5.36798,5.98812,5.97181,5.9802,4.92722,5.04142,0.001
-1.47979,0.978085,0.00263518,10,1023,0,6.74827,0.509623,0.891528,1.68778,-0.637235,-3.45596,-0.332632,1.61578,1.35645,0.324288,0.335418,0.453195,0.384721,0.556307,0.645009,1.00059,5.97661,5.80681,5.97918,5.26236,5.72236,5.97331,5.81491,0.001
-1.88937,0.969685,0.00263518,10,1023,0,5.06098,0.513922,0.89106,1.66161,-0.643357,-3.41531,-0.324592,1.59812,1.33161,0.324684,0.335894,0.452712,0.386612,0.55691,0.645183,0.998775,5.96015,5.40672,5.79584,5.75334,5.98076,5.98882,5.23828,0.001
-2.14474,0.79614,0.00263518,10,1023,0,5.31771,0.510784,0.889987,1.68259,-0.638657,-3.44536,-0.328542,1.60966,1.39175,0.325535,0.335931,0.452348,0.385969,0.557104,0.645978,1.00025,5.39421,5.36638,5.5031,5.98788,5.98655,5.67468,5.95724,0.001
-2.72719,0.999126,0.00263518,7,127,0,3.93678,0.509442,0.892855,1.68393,-0.642878,-3.44516,-0.327588,1.60964,1.39499,0.324568,0.335856,0.453004,0.383961,0.557017,0.645489,1.00033,5.98114,5.44709,5.93451,4.0589,5.98862,5.94255,5.93482,0.001
-3.82551,0.902339,0.00263518,10,1023,0,6.51026,0.503905,0.882593,1.71494,-0.614665,-3.49413,-0.345506,1.63153,1.30898,0.324494,0.334051,0.451478,0.384253,0.556666,0.64567,1.00051,5.98757,5.69686,4.26685,4.59022,5.91987,5.87122,5.85906,0.001
-3.07328,0.850348,0.00263518,8,255,0,7.389,0.503834,0.878404,1.71247,-0.607235,-3.4898,-0.349679,1.6312,1.31293,0.325398,0.335594,0.453998,0.385126,0.556573,0.646809,0.999289,5.5344,5.68552,5.76768,5.66876,5.8812,4.67014,5.73591,0.001
-3.63151,0.997857,0.00263518,10,1023,0,10.9563,0.513529,0.896302,1.6647,-0.649417,-3.41977,-0.324167,1.6003,1.49007,0.323671,0.33583,0.453626,0.384932,0.557666,0.643293,1.00063,5.68981,5.4739,5.94593,5.49535,5.79121,4.19861,5.78728,0.001
-3.73502,0.978606,0.00263518,10,1023,0,7.13256,0.512352,0.893399,1.67354,-0.650149,-3.43141,-0.321052,1.60279,1.48711,0.325842,0.336544,0.452443,0.385821,0.555967,0.644835,0.999478,5.01267,4.49381,5.59276,5.98335,5.41671,5.92738,5.85244,0.001
-2.50558,0.973473,0.00263518,8,511,0,5.25741,0.513266,0.894589,1.67589,-0.643099,-3.44271,-0.328968,1.61075,1.48697,0.323807,0.33478,0.452263,0.386134,0.556991,0.646008,1.0016,5.78593,5.98822,5.41605,5.96716,5.98778,5.65019,4.71378,0.001
-4.66213,0.915345,0.00263518,10,1023,0,7.72511,0.506094,0.878667,1.69794,-0.606848,-3.46916,-0.347941,1.62286,1.45613,0.323689,0.333602,0.451576,0.385657,0.557913,0.646732,0.99912,5.7032,5.25341,4.44467,5.95269,5.60487,4.79318,5.60164,0.001
-2.08709,1,0.00263518,3,7,0,5.71184,0.506086,0.878649,1.69813,-0.607286,-3.46887,-0.348086,1.6226,1.45604,0.32411,0.334255,0.45241,0.385709,0.557671,0.644026,0.999044,5.93295,5.83233,5.56242,5.96519,5.78769,5.31668,5.53143,0.001
-4.28786,0.807337,0.00263518,10,1023,0,5.98836,0.508374,0.887119,1.69516,-0.624721,-3.4683,-0.339775,1.62196,1.42666,0.323924,0.334357,0.452263,0.385304,0.557195,0.647541,1.00089,5.85349,5.88382,5.41573,5.79553,5.97627,3.21402,5.58916,0.001
-2.57053,0.999977,0.00263518,10,1023,0,7.34722,0.512147,0.889632,1.67035,-0.638635,-3.42628,-0.326996,1.60205,1.39665,0.324617,0.335271,0.45171,0.38613,0.557834,0.646233,0.999443,5.97388,5.88485,4.67167,5.96795,5.67146,5.43967,5.83378,0.001
-3.58275,0.983788,0.00263518,8,255,0,4.8209,0.515097,0.888733,1.6603,-0.63416,-3.42023,-0.331426,1.6027,1.40397,0.3237,0.334686,0.45233,0.387978,0.556757,0.644828,0.999007,5.71155,5.98048,5.48522,3.88301,5.94948,5.92515,5.49582,0.001
-3.84374,0.657222,0.00263518,10,1023,0,9.29559,0.50715,0.88869,1.69813,-0.633046,-3.46871,-0.333776,1.61962,1.4176,0.324817,0.335031,0.451857,0.384261,0.555693,0.644443,0.999923,5.91953,5.96538,4.89936,4.60276,5.08568,5.71364,5.98585,0.001
-4.10722,0.993473,0.00263518,10,1023,0,8.36851,0.505928,0.87513,1.69576,-0.598994,-3.46769,-0.354077,1.6248,1.4856,0.323977,0.334956,0.454663,0.386179,0.556936,0.646022,0.99771,5.87936,5.97881,5.10544,5.95673,5.9837,5.63875,3.36566,0.001
-8.6424,0.931975,0.00263518,6,127,0,11.4393,0.507305,0.873867,1.69575,-0.593526,-3.46704,-0.355386,1.62329,1.48339,0.324021,0.333679,0.452144,0.387765,0.560079,0.64393,0.99999,5.89904,5.34367,5.28192,4.29757,1.3608,5.20144,5.98876,0.001
-3.83884,0.951713,0.00263518,6,79,0,10.9035,0.506514,0.873831,1.69514,-0.596074,-3.46854,-0.355286,1.62517,1.48213,0.323936,0.334369,0.45371,0.387009,0.556902,0.644475,0.997721,5.85981,5.88935,5.91782,5.40264,5.97974,5.73641,3.39108,0.001
-5.96755,0.939965,0.00263518,10,1023,0,7.89337,0.501364,0.863366,1.72345,-0.568187,-3.50728,-0.371395,1.64169,1.36231,0.324973,0.333986,0.45341,0.387575,0.559443,0.646364,0.999067,5.84924,5.64555,5.98585,4.62867,3.09343,5.2935,5.5538,0.001
-4.40799,0.994238,0.00263518,9,511,0,8.24882,0.500614,0.877493,1.74043,-0.600732,-3.53311,-0.355539,1.64803,1.38525,0.326269,0.334886,0.452478,0.384978,0.556625,0.645434,1.00185,4.32348,5.98625,5.62295,5.53924,5.90387,5.95793,4.27743,0.001
-2.18955,0.999156,0.00263518,10,1023,0,6.48682,0.509269,0.89065,1.68965,-0.632652,-3.46175,-0.336832,1.61977,1.35371,0.323554,0.334915,0.453528,0.384648,0.555815,0.64528,1.00046,5.59209,5.9838,5.96996,5.17173,5.24262,5.98433,5.88151,0.001
-6.34409,0.74041,0.00263518,6,111,0,10.162,0.51037,0.89146,1.69132,-0.632571,-3.46504,-0.336389,1.62012,1.3495,0.323731,0.334201,0.451915,0.385609,0.557287,0.643127,1.00228,5.73408,5.80016,4.98352,5.93871,5.95757,3.87017,3.38747,0.001
-6.22736,0.998077,0.00263518,10,1023,0,14.4207,0.51282,0.890602,1.65906,-0.638144,-3.41308,-0.329599,1.59938,1.26045,0.322468,0.334621,0.452992,0.385155,0.556343,0.643667,0.997802,4.03637,5.97008,5.9305,5.69142,5.74802,4.83698,3.57242,0.001
-5.42138,0.920017,0.00263518,6,127,0,11.9749,0.51407,0.890147,1.66457,-0.63667,-3.41926,-0.329267,1.60059,1.26651,0.324616,0.335918,0.453322,0.387129,0.559511,0.646327,1.00073,5.97406,5.38037,5.98876,5.26481,2.92816,5.33678,5.71915,0.001
-0.951143,0.999999,0.00263518,10,1023,0,6.91412,0.507926,0.881122,1.69899,-0.611608,-3.47669,-0.347425,1.62677,1.35858,0.324446,0.3344,0.452667,0.386833,0.556543,0.645015,0.999976,5.98882,5.90261,5.76679,5.57701,5.86702,5.97429,5.98853,0.001
-0.970733,0.995343,0.00263518,10,1023,0,2.42189,0.500462,0.871252,1.73098,-0.586009,-3.51905,-0.363883,1.64522,1.33282,0.325227,0.334837,0.454201,0.385419,0.557014,0.645383,0.999706,5.6829,5.98858,5.61238,5.86027,5.98855,5.96926,5.94565,0.001
-1.11596,0.945697,0.00263518,9,847,0,2.39215,0.502507,0.873405,1.7277,-0.588658,-3.51917,-0.363779,1.64628,1.33442,0.325016,0.334667,0.454336,0.386363,0.556843,0.645105,1.00067,5.82528,5.97784,5.4865,5.89323,5.96999,5.98559,5.76395,0.001
-2.7633,0.75467,0.00263518,7,191,0,6.07589,0.500985,0.874581,1.72906,-0.58912,-3.51755,-0.363918,1.64526,1.33781,0.324032,0.334195,0.454233,0.384643,0.557634,0.644062,1.00084,5.90385,5.79698,5.58395,5.16618,5.81072,5.35784,5.63547,0.001
-4.60954,0.99992,0.00263518,10,1023,0,6.95268,0.509897,0.890427,1.69531,-0.637583,-3.47017,-0.331583,1.62062,1.27441,0.325704,0.335461,0.451904,0.386177,0.555156,0.646008,1.00084,5.19531,5.77973,4.96668,5.95721,4.21896,5.65065,5.63795,0.001
-4.6583,0.988839,0.00263518,10,1023,0,9.07665,0.514323,0.887709,1.65904,-0.6376,-3.41104,-0.326387,1.59638,1.16893,0.325114,0.335918,0.452432,0.387698,0.557338,0.644785,0.998193,5.76485,5.38085,5.58247,4.41863,5.94358,5.90858,4.35574,0.001
-5.03185,0.98295,0.00263518,10,1023,0,11.0867,0.507343,0.875127,1.6952,-0.603741,-3.46327,-0.347633,1.61963,1.33654,0.325924,0.335443,0.452793,0.387779,0.558453,0.64551,0.998793,4.89473,5.79147,5.84275,4.27102,4.98666,5.93608,5.26089,0.001
-1.89234,0.932994,0.00263518,9,1023,0,7.23302,0.505894,0.881866,1.70685,-0.609409,-3.48955,-0.351708,1.6336,1.36202,0.323587,0.334347,0.453983,0.38529,0.555691,0.645229,1.00002,5.62098,5.87933,5.77797,5.78664,5.08313,5.98786,5.98864,0.001
-3.86704,0.8396,0.00263518,10,1023,0,11.1455,0.512145,0.884445,1.67503,-0.620999,-3.43912,-0.340005,1.61083,1.50991,0.324127,0.334946,0.453155,0.387666,0.558324,0.643538,1.00001,5.93828,5.98018,5.97287,4.47527,5.16048,4.63141,5.98879,0.001
-3.12959,0.930279,0.00263518,6,95,0,6.35899,0.512242,0.884522,1.67291,-0.620408,-3.43859,-0.340813,1.61155,1.51049,0.323185,0.334058,0.452556,0.387438,0.55744,0.644526,0.999345,5.19514,5.70264,5.68687,4.8462,5.9078,5.77154,5.77454,0.001
-4.73489,0.842576,0.00263518,10,1023,0,8.09365,0.510853,0.891666,1.68847,-0.640562,-3.45669,-0.329176,1.61475,1.43569,0.325915,0.336304,0.45296,0.386119,0.556795,0.646877,1.00134,4.90788,4.88039,5.91912,5.9701,5.95957,4.5575,5.08593,0.001
-3.06316,0.999965,0.00263518,10,1023,0,7.44781,0.50975,0.88566,1.67888,-0.622376,-3.4433,-0.340542,1.61328,1.35864,0.322937,0.334584,0.453675,0.385345,0.557369,0.646675,0.999088,4.85236,5.96219,5.93043,5.82024,5.93362,4.8792,5.5734,0.001
-1.78087,0.758687,0.00263518,4,19,0,6.18313,0.50983,0.88581,1.67984,-0.622258,-3.44341,-0.340454,1.61283,1.35838,0.323261,0.334841,0.453781,0.38549,0.558198,0.645607,0.999759,5.28807,5.98848,5.88875,5.89375,5.31518,5.8998,5.9597,0.001
-2.54602,0.843298,0.00263518,10,1023,0,5.86331,0.513841,0.896635,1.67069,-0.654457,-3.42952,-0.319896,1.60253,1.362,0.325426,0.336428,0.452673,0.385979,0.556639,0.645104,1.00086,5.50708,4.68758,5.77081,5.98743,5.90958,5.98553,5.62006,0.001
-1.84039,0.996804,0.00263518,9,511,0,4.35328,0.515261,0.894986,1.66319,-0.647636,-3.42491,-0.325063,1.60351,1.34494,0.323749,0.334981,0.452318,0.386777,0.555987,0.645524,1.00011,5.74669,5.97506,5.47332,5.62644,5.43798,5.93152,5.98239,0.001
-1.60064,0.97595,0.00263518,10,1023,0,7.67078,0.513561,0.894831,1.66467,-0.645632,-3.42335,-0.326648,1.60306,1.19958,0.323055,0.334994,0.453031,0.385272,0.556752,0.645857,0.999937,5.02383,5.97281,5.94324,5.77506,5.94833,5.763,5.98682,0.001
-7.73435,0.755474,0.00263518,10,1023,0,12.9756,0.516956,0.895623,1.64723,-0.655535,-3.39522,-0.318356,1.59031,1.1417,0.325064,0.337564,0.455074,0.386942,0.556256,0.644453,0.998538,5.79671,2.21032,4.47405,5.47243,5.6835,5.72101,4.92,0.001
-3.76632,0.917068,0.00263518,6,111,0,10.859,0.515831,0.895006,1.65055,-0.651926,-3.39661,-0.318489,1.58918,1.14534,0.323995,0.335438,0.451745,0.386285,0.55839,0.64374,0.99956,5.88795,5.79488,4.72818,5.92444,5.07357,4.94496,5.89212,0.001
-2.6112,0.999958,0.00263518,10,1023,0,5.50339,0.506539,0.881199,1.69599,-0.613786,-3.46187,-0.343731,1.61858,1.22146,0.324783,0.335317,0.453246,0.385348,0.559032,0.645773,0.999975,5.93151,5.86272,5.985,5.8217,3.99902,5.81583,5.98851,0.001
-1.51456,0.95332,0.00263518,8,255,0,6.11224,0.507516,0.885125,1.69491,-0.622728,-3.46379,-0.33978,1.6191,1.23364,0.324551,0.335074,0.45278,0.385121,0.557324,0.643874,1.00009,5.98314,5.95534,5.8357,5.66491,5.94771,5.12924,5.98503,0.001
-2.49924,0.555884,0.00263518,10,1023,0,10.8109,0.505846,0.882016,1.70192,-0.616289,-3.47514,-0.344038,1.62448,1.44032,0.324754,0.335116,0.45313,0.385052,0.556072,0.643747,0.999096,5.94084,5.94358,5.96807,5.607,5.52296,4.95436,5.58013,0.001
-3.26927,0.814542,0.00263518,10,1023,0,7.34239,0.515991,0.89826,1.65598,-0.657843,-3.40992,-0.317854,1.5954,1.39604,0.324027,0.33563,0.452348,0.386045,0.556249,0.643208,0.99995,5.90173,5.6563,5.50318,5.98174,5.67821,4.03512,5.98757,0.001
-2.23284,0.960548,0.00263518,10,1023,0,7.61371,0.51426,0.891939,1.66798,-0.636283,-3.43409,-0.333805,1.60981,1.51543,0.323196,0.33497,0.453874,0.386885,0.556561,0.646232,1.0004,5.2089,5.97673,5.84291,5.52888,5.8756,5.4408,5.90756,0.001
